acousticness,danceability,energy,valence,instrumentalness,loudness,tempo,popularity,key,mode,duration_ms,speechiness,liveness,explicit,year
0,0.507,0.941,0.592,0.034,-4.328,132.001,9,6,0,179546,0.042,0.358,0,2017
0.003,0.712,0.953,0.149,0.93,-7.827,125.999,0,7,0,510727,0.036,0.161,0,2017
0.024,0.792,0.777,0.098,0.939,-7.924,123.999,0,7,1,436196,0.071,0.081,0,2017
0.029,0.667,0.316,0.156,0.006,-9.132,100.998,62,0,1,313663,0.026,0.147,1,2017
0.042,0.735,0.746,0.222,0.863,-8.144,124.986,0,7,1,528642,0.05,0.071,0,2017
0,0.654,0.941,0.088,0.899,-5.906,128.002,0,2,1,448339,0.062,0.228,0,2017
0.002,0.622,0.58,0.512,0,-5.273,104.41,68,1,0,221874,0.05,0.112,1,2017
0.9,0.436,0.323,0.384,0.002,-11.024,94.137,5,9,1,200693,0.032,0.088,0,2017
0.005,0.845,0.399,0.148,0.74,-7.509,143.049,65,1,1,257600,0.309,0.102,1,2017
0,0.635,0.788,0.415,0.891,-9.104,124.996,0,9,1,377319,0.033,0.625,0,2017
0.957,0.358,0.067,0.14,0,-20.498,177.43,4,2,1,123347,0.034,0.11,0,2017
0,0.705,0.99,0.583,0.872,-5.824,128.003,0,11,0,313594,0.067,0.032,0,2017
0.024,0.791,0.513,0.481,0,-6.568,76.997,62,10,0,247347,0.269,0.101,1,2017
0,0.695,0.909,0.464,0.902,-6.536,125.008,0,11,0,502725,0.05,0.1,0,2017
0,0.549,0.927,0.449,0.556,-6.027,126.003,0,10,0,226648,0.039,0.389,0,2017
0.234,0.609,0.855,0.578,0,-5.827,105.954,0,6,0,174968,0.255,0.19,1,2017
0.004,0.501,0.922,0.208,0.89,-4.88,127.988,8,10,0,199000,0.043,0.258,0,2017
0.001,0.755,0.539,0.534,0.915,-6.112,125.056,0,5,0,232203,0.062,0.093,0,2017
0,0.673,0.885,0.114,0.339,-6.617,124.971,0,7,1,386250,0.078,0.052,0,2017
0.047,0.142,0.91,0.013,0.957,-20.77,65.291,65,5,0,150444,0.115,0.509,0,2017
0.09,0.785,0.927,0.74,0.019,-4.717,125.997,0,2,1,462857,0.112,0.553,0,2017
0.004,0.361,0.625,0.351,0,-10.99,133.554,1,7,1,45156,0.038,0.455,0,2017
0.048,0.59,0.671,0.438,0,-6.098,149.982,68,9,1,169801,0.071,0.06,1,2017
0.662,0.405,0.128,0.158,0,-10.534,72.04,0,9,1,218384,0.038,0.107,0,2017
0.003,0.61,0.834,0.469,0.604,-7.931,128.005,0,0,1,390060,0.033,0.107,0,2017
0.01,0.623,0.917,0.269,0.804,-8.729,127.978,0,5,0,252578,0.042,0.555,0,2017
0.051,0.585,0.895,0.181,0.004,-3.663,119.904,66,11,0,193567,0.136,0.32,1,2017
0.068,0.649,0.897,0.263,0.087,-3.868,125.996,9,1,1,205698,0.05,0.326,0,2017
0.719,0.604,0.366,0.181,0,-7.881,105.177,69,7,1,248413,0.027,0.162,0,2017
0.734,0.399,0.235,0.197,0,-9.774,105.645,69,5,1,279693,0.033,0.161,1,2017
0.029,0.594,0.645,0.205,0,-7.45,103.974,63,1,1,241682,0.315,0.067,1,2017
0.002,0.631,0.963,0.213,0.345,-3.234,139.978,7,9,1,261857,0.283,0.517,0,2017
0.196,0.734,0.531,0.199,0,-5.662,130.024,69,1,1,279613,0.032,0.119,0,2017
0.3,0.351,0.331,0.191,0,-10.316,161.564,70,9,1,234360,0.038,0.092,0,2017
0.016,0.567,0.789,0.438,0,-5.986,163.96,64,5,1,207133,0.115,0.382,0,2017
0.229,0.781,0.548,0.175,0,-4.997,106.996,65,0,0,214255,0.076,0.127,1,2017
0.011,0.62,0.982,0.214,0.006,-3.234,132.055,8,1,0,149625,0.494,0.119,0,2017
0.184,0.152,0.969,0.013,0.915,-20.294,134.531,64,0,0,205172,0.08,0.598,0,2017
0.371,0.443,0.533,0.201,0,-6.548,77.344,73,0,1,223044,0.04,0.128,1,2017
0.581,0.709,0.496,0.469,0.195,-10.528,78.477,67,1,0,181587,0.042,0.151,0,2017
0.15,0.915,0.692,0.713,0,-7.544,118.981,65,9,1,137174,0.086,0.096,1,2017
0.567,0.877,0.241,0.347,0.019,-12.919,132,0,0,1,189868,0.057,0.106,0,2017
0.081,0.664,0.791,0.454,0.82,-10.627,127.992,0,5,0,356250,0.055,0.423,0,2017
0.1,0.433,0.724,0.689,0,-6.126,174.006,74,5,0,268105,0.037,0.092,0,2017
0.017,0.828,0.573,0.546,0,-11.887,129.974,0,5,0,218758,0.051,0.188,0,2017
0.125,0.117,1,0,0.984,-15.593,94.938,64,2,1,190158,0.052,0.913,0,2017
0.115,0.852,0.447,0.036,0.953,-10.137,125.003,0,7,1,406560,0.219,0.111,0,2017
0.02,0.708,0.618,0.265,0,-4.424,123.013,70,2,1,186113,0.059,0.062,0,2017
0.746,0.757,0.319,0.436,0,-6.324,118.79,3,10,1,226702,0.036,0.133,0,2017
0.081,0.49,0.753,0.325,0,-5.41,156.241,66,6,1,217626,0.239,0.268,0,2017
0.943,0.532,0.137,0.073,0.824,-19.672,89.346,63,3,1,96005,0.065,0.085,0,2017
0.051,0.601,0.804,0.496,0.098,-6.893,128.041,0,7,1,292505,0.054,0.142,0,2017
0.001,0.383,0.9,0.286,0,-5.42,183.96,65,7,1,214797,0.134,0.271,0,2017
0.71,0.263,0.307,0.239,0,-9.724,182.082,69,3,1,258025,0.029,0.337,0,2017
0.325,0.79,0.472,0.287,0,-6.999,115.055,64,1,0,218697,0.066,0.276,1,2017
0.56,0.644,0.697,0.244,0,-6.069,120.044,66,0,0,240440,0.054,0.111,1,2017
0.009,0.798,0.777,0.582,0.834,-7.849,125.997,0,10,0,360000,0.064,0.108,0,2017
0.164,0.748,0.565,0.812,0.002,-5.895,175.92,69,7,1,193227,0.048,0.103,0,2017
0.923,0.181,0.16,0.215,0,-14.428,83.181,18,5,1,152787,0.032,0.272,0,2017
0.131,0.711,0.602,0.823,0,-5.698,110.947,62,7,1,215933,0.069,0.063,0,2017
0.959,0.472,0.265,0.204,0,-10.059,111.558,63,6,0,170680,0.036,0.1,0,2017
0.589,0.756,0.549,0.579,0,-6.408,143.834,0,3,0,215207,0.046,0.063,0,2017
0.055,0.739,0.872,0.625,0.006,-6.802,125.983,0,5,0,399048,0.203,0.091,0,2017
0.604,0.504,0.655,0.262,0.002,-8.644,99.982,69,0,0,264066,0.054,0.364,0,2017
0.2,0.389,0.537,0.383,0,-6.761,127.964,69,10,1,253387,0.031,0.125,0,2017
0,0.499,0.937,0.569,0,-2.492,90.029,64,6,1,224000,0.06,0.477,0,2017
0.078,0.96,0.606,0.108,0,-6.833,118.01,0,1,1,171038,0.045,0.103,1,2017
0.048,0.449,0.534,0.342,0.001,-9.493,94.261,68,8,0,180902,0.049,0.384,1,2017
0,0.511,0.899,0.343,0.895,-5.709,128.019,0,4,0,412500,0.036,0.095,0,2017
0.372,0.696,0.544,0.418,0.004,-6.419,101.974,62,8,1,210613,0.034,0.104,0,2017
0,0.416,0.984,0.195,0.926,-6.194,140.008,7,11,0,224519,0.048,0.115,0,2017
0.01,0.658,0.959,0.65,0.541,-7.126,127.042,0,11,0,425433,0.107,0.055,0,2017
0.117,0.567,0.593,0.358,0,-7.404,88.545,68,6,0,194157,0.288,0.248,0,2017
0.002,0.817,0.746,0.853,0.105,-6.233,126.003,0,7,1,515238,0.064,0.087,0,2017
0.022,0.759,0.716,0.469,0,-6.36,105.009,59,11,0,209733,0.082,0.231,0,2017
0.096,0.694,0.851,0.748,0,-4.418,90.036,0,8,0,274000,0.227,0.063,0,2017
0.582,0.501,0.4,0.556,0,-4.76,73.054,69,0,1,217429,0.035,0.069,0,2017
0,0.901,0.82,0.902,0.829,-10.433,129.037,0,11,0,245581,0.08,0.085,0,2017
0.005,0.776,0.678,0.81,0,-4.505,181.872,60,2,1,148376,0.376,0.363,1,2017
0.001,0.626,0.983,0.052,0.888,-3.797,132.004,0,5,0,214545,0.108,0.297,0,2017
0.847,0.41,0.169,0.208,0.003,-11.422,89.494,66,3,1,311837,0.049,0.117,0,2017
0.674,0.285,0.396,0.219,0,-8.741,79.442,66,1,1,194542,0.032,0.102,0,2017
0.004,0.743,0.735,0.631,0,-5.337,104.979,71,8,1,189467,0.038,0.304,0,2017
0,0.577,0.831,0.098,0.225,-3.737,127.967,8,2,1,212039,0.037,0.387,0,2017
0,0.64,0.558,0.207,0.865,-7.078,115.007,66,1,1,209213,0.027,0.103,1,2017
0.202,0.528,0.617,0.036,0.153,-6.123,119.047,68,8,1,199664,0.066,0.146,1,2017
0.002,0.594,0.946,0.665,0,-3.408,110.024,70,8,1,231860,0.126,0.923,0,2017
0.021,0.396,0.98,0.279,0.909,-7.418,137.97,8,6,0,210435,0.044,0.351,0,2017
0.218,0.423,0.813,0.421,0,-5.011,173.995,61,9,1,211720,0.051,0.073,0,2017
0.015,0.344,0.986,0.149,0.021,-3.371,139.304,0,6,0,139102,0.134,0.171,0,2017
0.001,0.575,0.949,0.583,0.87,-6.774,134.997,0,7,1,579375,0.066,0.095,0,2017
0.926,0.349,0.214,0.236,0.121,-18.295,201.128,63,6,0,199604,0.054,0.321,0,2017
0.001,0.506,0.946,0.071,0.847,-5.486,137.961,9,7,1,259022,0.049,0.401,0,2017
0.077,0.852,0.739,0.746,0,-6.691,120.036,0,9,0,233595,0.087,0.105,1,2017
0.237,0.74,0.754,0.806,0,-5.107,83.478,0,6,0,221207,0.108,0.117,0,2017
0.019,0.289,0.82,0.555,0.36,-8.474,100.834,3,5,0,426954,0.263,0.798,0,2017
0.891,0.498,0.502,0.286,0.001,-8.052,81.169,64,2,1,215180,0.037,0.072,0,2017
0.963,0.896,0.137,0.201,0.936,-18.285,120.005,0,10,1,231116,0.08,0.261,0,2017
0.783,0.359,0.496,0.682,0,-15.298,77.142,0,0,1,289776,0.086,0.709,0,2017
0.934,0.246,0.332,0.061,0.897,-15.148,120.96,1,4,0,264000,0.043,0.114,0,2017
0.179,0.515,0.663,0.076,0.668,-7.896,120.024,65,7,0,234244,0.033,0.494,0,2017
0,0.805,0.815,0.385,0.836,-2.093,128.008,0,2,1,360000,0.079,0.05,0,2017
0,0.749,0.413,0.374,0.62,-6.723,127.979,1,9,0,375000,0.053,0.033,1,2017
0.017,0.525,0.837,0.584,0,-6.176,142.3,0,2,0,36257,0.087,0.243,0,2017
0.044,0.803,0.524,0.325,0.006,-9.074,138.019,0,7,1,222465,0.266,0.084,0,2017
0.91,0.122,0.999,0.032,0.62,-0.651,80.035,0,6,0,1638989,0.32,0.281,1,2017
0.004,0.377,0.994,0.137,0.234,-3,95.74,0,1,1,133590,0.146,0.073,0,2017
0.931,0.1,0.891,0.063,0.874,-10.637,56.793,0,11,0,1239474,0.156,0.739,1,2017
0.225,0.677,0.852,0.93,0,-10.856,91.691,70,5,1,390862,0.045,0.059,0,2017
0.799,0.714,0.346,0.731,0,-8.222,133.399,0,4,1,203802,0.04,0.189,0,2017
0.044,0.803,0.524,0.325,0.006,-9.074,138.019,0,7,1,222465,0.266,0.084,0,2017
0.189,0.965,0.414,0.728,0,-6.408,121.032,68,1,1,214648,0.071,0.077,0,2017
0.009,0.654,0.809,0.893,0.001,-5.729,140.005,1,10,1,262302,0.042,0.043,0,2017
0.964,0.504,0.216,0.079,0.064,-14.637,80.892,0,7,1,146703,0.028,0.13,0,2017
0,0.245,0.906,0.294,0.001,-6.65,92.228,0,2,1,361092,0.093,0.094,1,2017
0.203,0.859,0.67,0.446,0,-6.762,96.056,62,1,1,123000,0.271,0.217,1,2017
0.548,0.828,0.56,0.872,0,-6.685,122.054,67,0,1,198001,0.033,0.15,0,2017
0.604,0.588,0.479,0.434,0,-7.039,150.414,64,1,1,460573,0.281,0.527,1,2017
0.106,0.762,0.615,0.369,0,-9.744,86.036,0,4,0,249992,0.269,0.184,1,2017
0.045,0.56,0.785,0.51,0.006,-8.803,96.969,0,0,0,287493,0.131,0.438,0,2017
0.993,0.586,0.311,0.163,0.825,-12.375,110.834,0,0,0,84324,0.037,0.118,0,2017
0,0.567,0.973,0.411,0.853,-11.153,149.264,0,9,0,312076,0.049,0.144,0,2017
0.008,0.669,0.808,0.89,0,-5.728,129.987,1,10,1,282481,0.038,0.05,0,2017
0.008,0.256,0.972,0.355,0.769,-3.635,163.217,0,7,1,126380,0.148,0.089,0,2017
0.358,0.667,0.846,0.573,0,-4.698,142.036,0,10,0,361500,0.217,0.348,1,2017
0.002,0.256,0.901,0.121,0.381,-4.875,130.97,10,1,1,248000,0.047,0.417,0,2017
0.259,0.707,0.629,0.457,0,-4.581,122.863,75,0,0,212459,0.056,0.138,0,2017
0.076,0.522,0.622,0.297,0.436,-10.869,102.918,0,4,1,509806,0.034,0.096,0,2017
0.005,0.211,0.882,0.422,0.024,-9.423,90.741,2,0,1,300392,0.337,0.961,0,2017
0,0.347,0.967,0.399,0,-2.913,106.042,0,2,1,219977,0.236,0.337,0,2017
0.009,0.654,0.809,0.893,0.001,-5.729,140.005,0,10,1,262302,0.042,0.043,0,2017
0.068,0.483,0.862,0.163,0.094,-6.218,127.995,10,2,0,214250,0.067,0.097,0,2017
0,0.341,0.978,0.316,0,-2.408,83.699,0,0,1,209006,0.087,0.233,0,2017
0.025,0.431,0.663,0.855,0.04,-10.066,203.908,67,2,1,172941,0.035,0.117,0,2017
0,0.494,0.961,0.547,0.003,-2.721,103.823,0,11,0,203259,0.049,0.06,0,2017
0,0.409,0.967,0.394,0.001,-2.968,106.287,0,2,1,256679,0.064,0.152,0,2017
0.012,0.443,0.696,0.371,0.176,-12.597,99.986,0,8,1,197400,0.04,0.609,0,2017
0.005,0.461,0.879,0.495,0.004,-6.003,155.057,0,8,1,221989,0.142,0.079,0,2017
0.165,0.412,0.809,0.937,0.382,-10.586,158.423,5,9,1,153133,0.045,0.062,0,2017
0.021,0.346,0.989,0.099,0.001,-5.482,111.515,0,1,1,199941,0.131,0.356,0,2017
0,0.168,0.89,0.45,0.001,-10.616,177.878,0,1,0,206132,0.099,0.318,0,2017
0.011,0.745,0.908,0.14,0.362,-7.467,134.987,0,9,0,348444,0.041,0.161,0,2017
0.003,0.426,0.993,0.517,0.706,-3.886,131.976,9,6,0,165000,0.059,0.147,0,2017
0.845,0.198,0.329,0.148,0.851,-19.514,175.683,0,2,0,172000,0.065,0.342,0,2017
0.995,0.192,0.076,0.037,0.973,-23.498,132.501,0,0,1,207000,0.039,0.118,0,2017
0.28,0.65,0.996,0.5,0.159,-3.912,106.025,1,8,0,463840,0.313,0.684,0,2017
0.001,0.42,0.597,0.074,0.737,-14.143,195.148,0,10,0,332357,0.332,0.114,0,2017
0.012,0.443,0.696,0.371,0.176,-12.597,99.986,0,8,1,197400,0.04,0.609,0,2017
0.056,0.762,0.576,0.316,0,-4.951,142.096,68,1,0,221178,0.083,0.087,1,2017
0.993,0.586,0.311,0.163,0.825,-12.375,110.834,0,0,0,84324,0.037,0.118,0,2017
0.656,0.885,0.595,0.754,0,-5.487,148.034,67,7,1,183760,0.286,0.105,1,2017
0.581,0.578,0.525,0.843,0,-8.731,132.143,0,7,1,151600,0.032,0.324,0,2017
0.029,0.8,0.779,0.787,0.88,-11.301,118.01,0,0,1,402756,0.061,0.283,0,2017
0.116,0,0.453,0,0.922,-16.773,0,64,9,0,184460,0,0.503,0,2017
0.015,0.765,0.857,0.194,0.816,-5.783,119.98,0,8,1,223000,0.062,0.371,0,2017
0.008,0.766,0.436,0.253,0.869,-8.803,124.995,0,6,0,460800,0.04,0.125,0,2017
0.994,0.236,0.902,0.066,0.864,-12.875,132.41,0,8,1,346650,0.396,0.899,1,2017
0.793,0.689,0.384,0.911,0.678,-12.221,120.11,0,1,1,202375,0.039,0.109,0,2017
0.007,0.612,0.926,0.109,0.832,-7.39,135.004,0,0,1,375111,0.046,0.398,0,2017
0.009,0.651,0.684,0.222,0.876,-8.6,130.002,0,7,1,570462,0.049,0.06,0,2017
0.014,0.71,0.958,0.702,0.808,-9.211,130.013,0,10,0,428471,0.043,0.09,0,2017
0.225,0.551,0.651,0.562,0,-5.828,144.875,63,8,0,194907,0.059,0.224,0,2017
0.023,0.393,0.935,0.062,0.037,-7.502,175.918,12,11,1,413960,0.098,0.479,0,2017
0.043,0.812,0.522,0.38,0,-5.287,75.524,63,2,1,142907,0.257,0.154,1,2017
0,0.808,0.524,0.477,0.472,-16.1,125.01,0,1,1,392640,0.07,0.048,0,2017
0.032,0.495,0.961,0.244,0.967,-8.675,132.005,0,5,0,380182,0.033,0.109,0,2017
0.13,0.092,0.997,0,0.995,-17.128,88.655,62,5,1,201132,0.073,0.826,0,2017
0.004,0.358,0.496,0.565,0,-10.195,131.069,0,9,1,36578,0.048,0.687,0,2017
0.057,0.525,0.85,0.275,0,-5.469,134.115,65,9,0,227847,0.068,0.056,0,2017
0.005,0.81,0.735,0.134,0.083,-4.522,119.994,65,8,1,192000,0.171,0.115,1,2017
0.413,0.626,0.475,0.201,0,-7.534,124.133,60,7,1,223062,0.027,0.22,0,2017
0.001,0.4,0.951,0.073,0.695,-3.774,139.698,11,4,0,252000,0.119,0.256,0,2017
0,0.747,0.498,0.763,0.753,-14.697,127.982,0,5,0,183754,0.045,0.329,0,2017
0.001,0.164,0.626,0.022,0.879,-24.336,126.684,64,5,0,225212,0.094,0.426,0,2017
0.044,0.8,0.859,0.877,0.889,-7.358,128.006,0,9,0,399508,0.039,0.076,0,2017
0.015,0.73,0.963,0.327,0.797,-6.768,129.992,0,4,0,455211,0.082,0.111,0,2017
0,0.567,0.973,0.411,0.853,-11.153,149.264,0,9,0,312076,0.049,0.144,0,2017
0.224,0.748,0.66,0.328,0.053,-4.704,137.033,64,6,1,171907,0.049,0.101,1,2017
0.219,0.413,0.693,0.536,0,-7.526,106.812,0,4,1,224862,0.067,0.117,1,2017
0.004,0.759,0.818,0.646,0.175,-6.771,123.995,0,8,1,353750,0.051,0.104,0,2017
0.001,0.484,0.973,0.405,0.907,-6.896,138.02,9,7,1,219001,0.04,0.093,0,2017
0.988,0.542,0.042,0.132,0.855,-24.926,142.008,0,3,1,160563,0.035,0.106,0,2017
0.591,0.587,0.771,0.726,0.001,-3.593,130.443,0,11,1,543907,0.082,0.124,0,2017
0.135,0.156,0.988,0,0.982,-23.48,109.045,64,8,1,187291,0.065,0.8,0,2017
0.247,0.669,0.529,0.711,0.941,-11.171,129.984,0,11,1,259442,0.042,0.105,0,2017
0.63,0.44,0.537,0.249,0.834,-9.83,130.01,7,10,1,223652,0.032,0.394,0,2017
0.938,0.566,0.231,0.616,0,-13.718,104.136,61,11,1,194640,0.031,0.109,0,2017
0.65,0.617,0.468,0.333,0,-6.908,119.921,63,2,1,225360,0.029,0.141,0,2017
0.005,0.403,0.764,0.441,0,-11.146,135.66,1,9,1,37125,0.106,0.269,0,2017
0.004,0.835,0.692,0.173,0.732,-4.306,126.001,0,4,0,464400,0.074,0.08,0,2017
0.155,0.262,0.997,0.003,0.98,-15.892,109.336,64,1,1,147614,0.064,0.434,0,2017
0,0.783,0.846,0.576,0.901,-8.079,130.009,0,0,1,372208,0.053,0.094,0,2017
0.035,0.611,0.478,0.138,0,-5.839,172.076,62,0,1,258158,0.107,0.107,1,2017
0.01,0.653,0.786,0.942,0.001,-5.783,141.989,0,10,1,258601,0.044,0.043,0,2017
0.319,0.691,0.944,0.537,0,-1.266,119.954,0,7,1,254760,0.155,0.325,1,2017
0,0.427,0.991,0.099,0.919,-8.068,138.01,0,6,0,495924,0.051,0.45,0,2017
0.8,0.605,0.396,0.622,0.872,-11.301,80.957,65,5,0,139684,0.051,0.141,0,2017
0.726,0.397,0.4,0.537,0.446,-6.999,75.653,0,11,1,66038,0.033,0.099,0,2017
0.057,0.792,0.862,0.345,0,-6.424,137.887,62,6,0,167027,0.428,0.181,1,2017
0.031,0.45,0.997,0.074,0.147,-1.224,185.089,14,10,0,190151,0.192,0.41,0,2017
0,0.427,0.991,0.099,0.919,-8.068,138.01,0,6,0,495924,0.051,0.45,0,2017
0.288,0.662,0.657,0.058,0.856,-10.002,117.986,70,7,1,390639,0.035,0.102,0,2017
0.146,0.475,0.57,0.75,0,-8.675,107.838,0,4,1,247902,0.092,0.122,1,2017
0,0.695,0.934,0.319,0.883,-8.054,144.982,0,8,1,482232,0.054,0.27,0,2017
0.009,0.704,0.668,0.186,0.855,-15.305,97.977,0,8,1,191967,0.09,0.326,0,2017
0.099,0.228,0.742,0.119,0.393,-16.01,65.435,0,1,1,1605813,0.313,0.063,1,2017
0.715,0.665,0.491,0.229,0.077,-8.711,103.987,0,8,1,272555,0.031,0.114,0,2017
0,0.58,0.838,0.257,0.858,-10.667,129.998,0,7,1,492923,0.034,0.339,0,2017
0.214,0.908,0.665,0.77,0.043,-7.068,97.019,0,9,1,169796,0.045,0.459,0,2017
0.001,0.516,0.832,0.099,0.011,-8.146,131.998,8,1,0,190909,0.065,0.417,0,2017
0.009,0.654,0.809,0.893,0.001,-5.729,140.005,1,10,1,262302,0.042,0.043,0,2017
0.294,0.665,0.315,0.754,0.029,-15.255,129.973,0,5,0,187985,0.077,0.112,0,2017
0.007,0.807,0.82,0.364,0.898,-8.013,123.025,0,11,0,437952,0.161,0.076,0,2017
0.001,0.768,0.521,0.822,0.831,-10.41,99.998,0,11,0,189600,0.076,0.083,0,2017
0.928,0.135,0.957,0.05,0.387,-8.599,60.622,0,8,1,834822,0.428,0.261,1,2017
0.001,0.503,0.458,0.398,0.664,-9.972,160.003,1,7,0,385232,0.03,0.081,0,2017
0.073,0.782,0.831,0.498,0,-3.754,125.03,73,8,1,215250,0.083,0.073,0,2017
0.824,0.629,0.208,0.685,0,-16.225,96.609,66,5,1,215564,0.032,0.107,0,2017
0.312,0.651,0.691,0.661,0,-7.578,147.049,1,0,1,253000,0.071,0.233,0,2017
0.046,0.45,0.776,0.075,0.63,-5.043,138.016,7,9,1,183000,0.102,0.58,0,2017
0.192,0.701,0.821,0.717,0,-6.322,119.05,0,4,1,265353,0.035,0.148,0,2017
0.021,0.653,0.658,0.219,0,-6.428,99.99,70,2,1,221507,0.03,0.094,0,2017
0.387,0.614,0.682,0.566,0,-4.117,100.202,63,11,0,169853,0.102,0.134,0,2017
0.023,0.795,0.979,0.423,0,-1.808,104.996,1,7,1,335707,0.222,0.258,0,2017
0.301,0.513,0.528,0.744,0,-13.762,92.147,1,7,1,239913,0.51,0.16,0,2017
0.175,0.156,0.84,0.021,0.998,-18.404,131.547,63,2,1,147114,0.058,0.322,0,2017
0.776,0.698,0.203,0.761,0.435,-16.073,143.606,5,6,0,123351,0.202,0.112,0,2017
0.446,0.628,0.69,0.662,0,-5.828,179.911,73,8,1,205907,0.051,0.112,0,2017
0.007,0.483,0.77,0.386,0,-4.829,132.992,70,6,0,235960,0.051,0.182,0,2017
0.007,0.527,0.572,0.691,0.001,-7.05,107.068,0,6,1,152378,0.028,0.144,0,2017
0.161,0.265,0.913,0.035,0.994,-15.762,111.483,63,2,1,146584,0.121,0.457,0,2017
0.001,0.565,0.82,0.038,0.534,-5.475,137.991,8,0,1,194824,0.042,0.721,0,2017
0.023,0.744,0.804,0.426,0,-6.327,104.823,75,1,1,205715,0.068,0.049,0,2017
0.025,0.806,0.77,0.406,0,-6.464,152.094,64,1,0,198110,0.19,0.065,1,2017
0.073,0.499,0.654,0.046,0,-6.782,169.839,63,6,1,298520,0.11,0.104,0,2017
0.949,0.612,0.159,0.217,0.884,-18.285,111.241,0,6,0,149856,0.042,0.29,0,2017
0.478,0.557,0.672,0.324,0.803,-10.802,75.108,63,2,1,180800,0.104,0.223,0,2017
0.034,0.943,0.544,0.515,0,-6.292,133.012,60,10,0,215423,0.064,0.095,1,2017
0.843,0.59,0.572,0.924,0.229,-4.684,89.721,59,4,1,200493,0.027,0.33,0,2017
0.97,0.578,0.288,0.276,0.633,-17.204,94.983,66,5,1,90316,0.059,0.125,0,2017
0,0.744,0.672,0.959,0.966,-10.458,151.696,0,3,0,129830,0.081,0.084,0,2017
0.237,0.74,0.754,0.806,0,-5.107,83.478,0,6,0,221207,0.108,0.117,0,2017
0.012,0.892,0.656,0.93,0,-5.585,117.004,0,8,1,243000,0.041,0.048,0,2017
0.086,0.293,0.624,0.213,0,-7.13,87.335,63,9,1,360907,0.061,0.087,0,2017
0.005,0.587,0.65,0.729,0.316,-9.698,165.026,0,5,0,167302,0.04,0.34,0,2017
0.092,0.634,0.771,0.649,0,-6.232,173.921,0,1,1,252000,0.265,0.053,0,2017
0,0.478,0.969,0.054,0.936,-4.942,132.026,9,8,1,194500,0.057,0.379,0,2017
0.024,0.646,0.644,0.251,0,-6.763,99.999,71,2,1,221520,0.031,0.089,0,2017
0.018,0.714,0.914,0.04,0.822,-6.35,120,0,10,0,460245,0.072,0.572,0,2017
0.003,0.796,0.729,0.837,0.919,-7.587,124.992,0,0,1,464640,0.039,0.041,0,2017
0.892,0.554,0.225,0.221,0.032,-11.324,104.007,70,3,1,239880,0.028,0.107,0,2017
0.779,0.587,0.299,0.356,0,-7.365,94.992,75,8,1,259550,0.026,0.123,0,2017
0.06,0.673,0.706,0.516,0,-8.4,74.972,72,8,1,247608,0.115,0.426,0,2017
0,0.511,0.899,0.343,0.895,-5.709,128.019,0,4,0,412500,0.036,0.095,0,2017
0.003,0.602,0.915,0.581,0,-3.62,111.512,59,9,1,198107,0.054,0.097,0,2017
0.337,0.722,0.821,0.659,0,-4.167,73.015,60,2,1,245229,0.172,0.15,1,2017
0.691,0.789,0.435,0.166,0.042,-9.506,122.995,68,2,0,196375,0.149,0.107,0,2017
0.114,0.661,0.419,0.145,0,-9.807,144.98,68,4,0,195307,0.04,0.085,0,2017
0,0.448,0.905,0.628,0.876,-7.351,119.998,0,10,0,340480,0.087,0.245,0,2017
0.223,0.817,0.473,0.622,0,-8.709,94.989,0,10,0,182197,0.065,0.133,1,2017
0.498,0.736,0.795,0.511,0,-3.299,104.066,66,1,0,230813,0.054,0.254,1,2017
0.004,0.524,0.97,0.643,0.926,-4.849,132.052,8,1,1,212727,0.051,0.1,0,2017
0.17,0.522,0.458,0.359,0.002,-7.785,125.973,65,11,1,256019,0.028,0.072,0,2017
0.334,0.334,0.617,0.603,0,-5.834,85.227,70,6,0,216391,0.383,0.163,0,2017
0.118,0.75,0.59,0.745,0.881,-14.192,127.953,0,9,0,120507,0.111,0.106,0,2017
0.264,0.752,0.65,0.904,0,-6.194,141.16,66,4,1,177000,0.033,0.313,0,2017
0.807,0.86,0.332,0.26,0,-10.263,140.949,63,1,1,115000,0.22,0.106,1,2017
0.002,0.473,0.987,0.092,0.76,-4.585,137.99,11,2,1,263635,0.105,0.652,0,2017
0.28,0.777,0.707,0.614,0,-4.85,159.662,63,9,0,112000,0.286,0.075,1,2017
0,0.334,0.896,0.231,0.234,-5.369,159.996,59,2,1,263067,0.051,0.109,0,2017
0,0.173,0.866,0.529,0,-4.689,180.05,0,10,1,211644,0.072,0.16,1,2017
0.022,0.551,0.917,0.451,0.004,-4.849,99.989,0,6,1,272587,0.071,0.074,0,2017
0.099,0.812,0.46,0.193,0,-6.316,100.042,70,5,1,191981,0.173,0.114,1,2017
0.015,0.485,0.971,0.414,0.433,-6.343,140.008,7,1,1,231429,0.043,0.042,0,2017
0.328,0.783,0.598,0.452,0,-10.59,97.011,59,10,1,160713,0.292,0.118,1,2017
0.268,0.565,0.514,0.289,0,-6.379,141.974,60,4,1,212819,0.028,0.104,0,2017
0.044,0.743,0.765,0.34,0.042,-3.588,114.991,67,5,0,196360,0.039,0.667,1,2017
0,0.538,0.779,0.63,0.841,-11.762,125.048,0,0,0,261120,0.032,0.095,0,2017
0.037,0.831,0.47,0.339,0,-7.48,75.474,62,1,0,242307,0.425,0.144,1,2017
