acousticness,danceability,energy,valence,instrumentalness,loudness,tempo,popularity,key,mode,duration_ms,speechiness,liveness,explicit,year
0.023,0.704,0.809,0.962,0,-3.045,131.952,60,4,1,169413,0.032,0.06,0,2003
0.926,0.214,0.392,0.378,0.888,-16.064,72.567,0,5,1,358133,0.056,0.703,0,2003
0.041,0.895,0.628,0.34,0,-3.79,104.009,48,10,1,258427,0.047,0.059,1,2003
0.804,0.337,0.541,0.483,0.826,-15.892,79.605,0,10,1,251773,0.211,0.684,0,2003
0.066,0.639,0.755,0.506,0,-5.661,87.062,45,0,1,287013,0.049,0.33,0,2003
0.414,0.74,0.688,0.786,0.002,-9.173,112.59,0,5,1,240248,0.027,0.351,0,2003
0.004,0.66,0.567,0.182,0.014,-6.318,107.754,49,4,0,332627,0.029,0.11,0,2003
0.031,0.376,0.722,0.411,0.002,-5.617,140.315,44,1,1,229667,0.052,0.032,0,2003
0.003,0.606,0.899,0.379,0,-4.299,104.663,44,9,1,188514,0.052,0.584,0,2003
0.22,0.604,0.552,0.757,0.026,-9.458,124.917,41,0,1,236200,0.034,0.139,0,2003
0.037,0.484,0.925,0.66,0,-4.046,143.246,42,10,1,266707,0.058,0.248,0,2003
0.867,0.593,0.398,0.531,0.014,-10.841,115.965,5,8,1,205293,0.03,0.119,0,2003
0.703,0.619,0.4,0.445,0,-10.141,78.32,54,1,1,230747,0.307,0.14,0,2003
0.041,0.517,0.663,0.529,0.03,-7.259,91.746,52,2,1,236307,0.218,0.293,0,2003
0.118,0.553,0.894,0.516,0,-3.477,94.374,45,9,0,218293,0.15,0.087,0,2003
0.87,0.339,0.235,0.157,0.928,-16.917,139.118,54,7,1,160253,0.034,0.104,0,2003
0.059,0.573,0.922,0.503,0,-4.013,101.099,47,0,1,194773,0.07,0.414,0,2003
0.762,0.863,0.412,0.805,0.002,-11.527,118.033,55,8,1,247467,0.035,0.337,0,2003
0.7,0.623,0.138,0.434,0,-20.568,104.07,45,2,1,179907,0.032,0.111,0,2003
0.744,0.547,0.878,0.305,0,-10.684,111.661,42,11,1,124907,0.916,0.917,0,2003
0.004,0.452,0.817,0.867,0,-2.27,161.362,48,7,1,91227,0.273,0.138,0,2003
0.008,0.54,0.778,0.448,0.576,-6.567,88.02,51,4,1,369893,0.037,0.313,0,2003
0.125,0.711,0.454,0.782,0,-6.485,74.928,43,0,0,260200,0.09,0.071,0,2003
0.671,0.567,0.388,0.965,0.001,-10.46,186.646,47,2,1,151998,0.051,0.323,0,2003
0.543,0.675,0.52,0.701,0,-9.515,117.008,45,3,1,180093,0.032,0.097,0,2003
0.02,0.81,0.504,0.532,0.046,-9.603,93.008,41,2,1,203440,0.05,0.295,0,2003
0.09,0.639,0.977,0.4,0,-3.199,111.966,51,5,0,225400,0.06,0.238,1,2003
0.252,0.568,0.607,0.405,0,-6.006,99.692,47,7,1,195347,0.027,0.25,0,2003
0.091,0.607,0.734,0.569,0.812,-7.622,147.941,52,10,1,288307,0.044,0.092,0,2003
0.005,0.302,0.919,0.499,0,-4.719,172.946,43,2,1,395653,0.183,0.128,0,2003
0.646,0.718,0.719,0.725,0.297,-10.059,93.065,49,11,1,322600,0.079,0.108,0,2003
0.011,0.781,0.898,0.931,0,-2.247,167.833,42,1,1,239987,0.243,0.238,1,2003
0.928,0.197,0.09,0.037,0.983,-22.794,113.303,46,5,1,79200,0.039,0.167,0,2003
0.663,0.805,0.775,0.912,0,-6.41,114.542,44,7,1,172773,0.236,0.189,0,2003
0.02,0.573,0.856,0.515,0,-4.807,139.317,58,9,1,242320,0.371,0.179,1,2003
0.001,0.508,0.92,0.301,0,-3.264,102.989,46,5,1,273627,0.045,0.107,0,2003
0.722,0.424,0.423,0.25,0,-10.004,96.051,57,10,1,259573,0.026,0.118,0,2003
0.013,0.76,0.67,0.145,0,-4.891,177.927,42,1,1,344987,0.126,0.113,1,2003
0.005,0.566,0.832,0.86,0,-4.644,175.028,46,8,1,230667,0.06,0.127,0,2003
0.301,0.584,0.435,0.399,0.007,-11.736,132.439,48,10,0,266320,0.026,0.126,0,2003
0.026,0.799,0.718,0.647,0,-4.417,90.084,42,6,0,245627,0.29,0.067,1,2003
0.946,0.228,0.224,0.18,0,-12.749,60.3,42,7,1,213713,0.031,0.273,0,2003
0.004,0.64,0.768,0.531,0,-7.667,126.093,46,0,1,214053,0.035,0.126,0,2003
0.006,0.2,0.923,0.24,0.008,-5.075,160.092,45,9,0,450627,0.267,0.278,0,2003
0.402,0.648,0.571,0.84,0,-8.116,153.219,41,3,0,189013,0.039,0.085,0,2003
0.661,0.337,0.483,0.128,0,-6.517,164.236,47,9,1,192707,0.043,0.097,0,2003
0.002,0.709,0.565,0.571,0.013,-6.395,112.203,52,5,0,223760,0.047,0.09,0,2003
0.422,0.671,0.737,0.614,0,-5.947,106.921,47,9,1,316800,0.037,0.16,0,2003
0.013,0.652,0.897,0.913,0.015,-5.165,134.923,49,8,1,209973,0.056,0.045,0,2003
0.272,0.638,0.731,0.647,0,-5.877,140.511,47,9,1,226973,0.028,0.303,0,2003
0,0.366,0.847,0.606,0,-5.216,166.17,50,8,1,260680,0.035,0.228,0,2003
0.308,0.348,0.716,0.685,0,-4.812,95.447,0,7,1,225387,0.028,0.092,0,2003
0,0.218,0.93,0.367,0,-4.438,166.078,61,8,1,246040,0.063,0.126,0,2003
0.148,0.561,0.659,0.554,0,-6.701,76.49,46,7,1,245267,0.027,0.106,0,2003
0.962,0.192,0.006,0.057,0.958,-37.633,79.285,51,10,1,257040,0.042,0.105,0,2003
0.004,0.484,0.827,0.717,0.001,-5.324,179.566,49,8,1,230760,0.046,0.088,0,2003
0.147,0.691,0.672,0.707,0.945,-8.125,92.787,53,1,1,233627,0.045,0.104,0,2003
0.016,0.792,0.712,0.929,0,-5.348,94.995,56,11,1,136027,0.067,0.636,0,2003
0,0.604,0.966,0.597,0,-3.958,106.037,44,1,0,176786,0.062,0.285,0,2003
0.004,0.427,0.965,0.065,0.005,-4.282,131.948,52,0,1,240760,0.15,0.369,0,2003
0.117,0.867,0.596,0.646,0,-4.851,125.984,48,5,0,233960,0.046,0.061,0,2003
0.138,0.516,0.909,0.842,0,-3.747,99.105,0,7,1,148093,0.037,0.206,0,2003
0.136,0.604,0.759,0.671,0,-4.896,127.208,54,7,0,250760,0.032,0.101,0,2003
0,0.4,0.719,0.101,0.006,-5.109,129.505,54,7,0,538333,0.049,0.218,0,2003
0.011,0.413,0.784,0.317,0.047,-8.231,177.88,51,4,0,253667,0.075,0.247,0,2003
0.152,0.78,0.43,0.581,0.83,-9.842,122.109,52,1,1,236040,0.195,0.576,0,2003
0.065,0.803,0.716,0.574,0,-3.956,112.962,55,2,1,296187,0.267,0.248,0,2003
0.26,0.891,0.399,0.761,0.001,-8.665,139.948,52,8,1,219933,0.165,0.084,0,2003
0.049,0.719,0.791,0.713,0,-3.011,85.603,48,1,1,248893,0.245,0.072,1,2003
0.535,0.568,0.375,0.231,0,-9.167,79.09,58,7,1,152000,0.032,0.103,0,2003
0.002,0.681,0.918,0.551,0.001,-4.83,105.031,62,9,0,281933,0.051,0.119,0,2003
0.015,0.505,0.687,0.047,0.022,-5.174,118.045,50,3,0,276840,0.029,0.189,0,2003
0.576,0.368,0.361,0.087,0.959,-12.536,96.456,53,2,0,112507,0.031,0.099,0,2003
0.594,0.723,0.664,0.483,0,-4.77,94.962,57,7,1,207147,0.034,0.31,0,2003
0.141,0.531,0.917,0.6,0,-5.179,105.559,0,6,0,227733,0.051,0.189,0,2003
0.08,0.681,0.484,0.652,0.004,-9.775,102.315,49,7,1,278267,0.025,0.21,0,2003
0.698,0.548,0.402,0.214,0,-8.727,84.211,47,2,1,237333,0.025,0.135,0,2003
0.178,0.442,0.717,0.386,0,-5.498,149.582,55,5,0,199360,0.05,0.344,0,2003
0,0.63,0.946,0.539,0,-4.22,113.839,50,0,1,199840,0.106,0.404,0,2003
0.526,0.847,0.663,0.914,0.001,-8,95.041,60,2,0,242574,0.053,0.074,0,2003
0.392,0.482,0.55,0.353,0.021,-4.485,114.435,52,9,1,323707,0.027,0.111,0,2003
0.905,0.546,0.307,0.343,0.001,-12.834,89.229,42,5,1,201600,0.029,0.11,0,2003
0.18,0.579,0.662,0.921,0,-4.321,78.732,52,6,1,133907,0.035,0.244,0,2003
0.285,0.382,0.92,0.525,0.001,-1.149,98.907,47,10,0,250973,0.259,0.973,1,2003
0,0.453,0.61,0.525,0.545,-4.935,104.188,52,9,1,196348,0.025,0.101,0,2003
0.184,0.572,0.745,0.593,0,-6.418,160.037,50,6,0,240147,0.367,0.154,0,2003
0.062,0.471,0.8,0.521,0,-8.104,92.63,0,1,0,228640,0.055,0.125,0,2003
0.173,0.698,0.722,0.67,0,-5.319,90.116,47,5,0,250493,0.08,0.289,0,2003
0.374,0.555,0.487,0.576,0,-6.48,134.044,57,11,1,198787,0.031,0.158,0,2003
0.19,0.482,0.792,0.466,0,-4.901,83.841,0,7,1,198573,0.031,0.115,0,2003
0.42,0.764,0.55,0.968,0,-14.016,130.461,53,11,1,194480,0.028,0.229,0,2003
0.167,0.75,0.863,0.551,0,-3.631,78.703,48,2,0,257453,0.295,0.285,1,2003
0.228,0.622,0.423,0.146,0,-7.274,140.279,45,6,1,199253,0.032,0.114,0,2003
0.94,0.529,0.18,0.809,0,-17.922,72.894,53,7,1,104187,0.044,0.709,0,2003
0.548,0.683,0.552,0.519,0,-5.139,98.946,53,10,1,215960,0.108,0.221,0,2003
0.02,0.806,0.867,0.904,0,-3.538,81.033,51,1,1,219400,0.157,0.131,1,2003
0.378,0.664,0.862,0.782,0,-5.403,91.91,51,6,1,227347,0.068,0.082,0,2003
0.494,0.568,0.634,0.866,0.003,-12.336,142.686,43,4,1,257963,0.028,0.252,0,2003
0.087,0.598,0.786,0.547,0,-3.601,79.785,53,9,0,231867,0.046,0.095,0,2003
0.028,0.683,0.657,0.764,0,-10.668,99.059,54,6,1,222947,0.099,0.367,0,2003
0.047,0.545,0.796,0.629,0,-2.762,166.122,59,10,0,231987,0.406,0.165,1,2003
0.559,0.664,0.465,0.281,0.002,-9.711,127.932,56,8,0,284160,0.032,0.125,0,2003
0.713,0.781,0.484,0.492,0.004,-7.597,129.922,57,2,1,170947,0.035,0.173,0,2003
0.2,0.573,0.681,0.448,0,-4.2,122.45,51,9,1,275107,0.028,0.941,0,2003
0.07,0.374,0.925,0.525,0.456,-2.413,115.657,48,4,0,184720,0.085,0.262,0,2003
0.032,0.858,0.537,0.751,0,-10.423,165.692,1,4,0,198827,0.362,0.13,1,2003
0.966,0.398,0.284,0.114,0,-12.852,109.599,63,3,1,230307,0.034,0.116,0,2003
0.426,0.712,0.723,0.867,0,-7.47,140.566,53,7,1,216173,0.038,0.264,0,2003
0.003,0.555,0.98,0.643,0,-2.849,114.078,47,3,0,146667,0.095,0.279,0,2003
0.987,0.275,0.042,0.067,0.001,-28.252,97.655,55,7,1,178133,0.047,0.074,0,2003
0.048,0.527,0.735,0.729,0,-6.477,77.882,62,10,0,266907,0.038,0.185,0,2003
0.525,0.737,0.59,0.473,0,-7.858,110.963,53,3,0,335373,0.04,0.097,0,2003
0.7,0.481,0.376,0.366,0.327,-23.027,156.353,4,9,0,111907,0.657,0.697,0,2003
0.07,0.679,0.409,0.31,0.265,-10.41,131.983,55,1,1,293173,0.031,0.079,0,2003
0.002,0.537,0.913,0.578,0,-4.344,99.969,52,8,1,219907,0.037,0.163,1,2003
0.003,0.68,0.536,0.959,0.737,-6.078,105.917,57,1,1,207029,0.038,0.088,0,2003
0.002,0.707,0.706,0.524,0,-7.643,83.261,1,1,1,233440,0.298,0.131,1,2003
0.009,0.518,0.951,0.537,0,-3.198,98.068,52,9,1,197507,0.053,0.148,0,2003
0.041,0.837,0.548,0.821,0,-9.658,102.497,54,2,1,290467,0.116,0.05,0,2003
0.01,0.536,0.623,0.44,0,-7.558,74.791,2,1,1,312040,0.188,0.294,1,2003
0.702,0.595,0.473,0.716,0,-9.828,204.016,57,8,1,249293,0.035,0.072,0,2003
0,0.376,0.988,0.507,0,-2.375,192.153,57,5,1,193813,0.216,0.346,0,2003
0.051,0.551,0.927,0.839,0,-2.263,171.4,53,6,0,192040,0.43,0.074,1,2003
0.005,0.204,0.898,0.14,0.011,-5.859,98.943,58,4,0,278067,0.094,0.31,0,2003
0.043,0.899,0.645,0.348,0.101,-11.621,110.895,57,10,0,217200,0.271,0.358,1,2003
0.994,0.382,0.05,0.078,0.906,-25.262,125.903,61,2,1,316653,0.055,0.109,0,2003
0.001,0.214,0.947,0.483,0.004,-5.053,170.616,55,4,1,193613,0.051,0.238,0,2003
0.215,0.552,0.802,0.776,0,-3.799,78.21,56,0,1,215333,0.061,0.275,0,2003
0.059,0.626,0.947,0.983,0.073,-4.966,150.052,2,3,0,247467,0.05,0.033,0,2003
0.042,0.466,0.965,0.453,0,-2.597,95.028,56,1,0,173933,0.09,0.101,0,2003
0.071,0.708,0.746,0.762,0,-8.376,155.985,1,8,1,283720,0.206,0.205,1,2003
0.982,0.435,0.291,0.285,0.858,-18.262,159.705,59,3,1,218107,0.043,0.133,0,2003
0.074,0.215,0.766,0.28,0.008,-12.215,127.579,3,8,0,385373,0.145,0.711,0,2003
0.002,0.68,0.767,0.344,0,-2.387,82.518,51,11,0,179467,0.04,0.1,1,2003
0.017,0.772,0.746,0.719,0,-4.334,155.967,52,8,1,259733,0.152,0.087,1,2003
0.525,0.739,0.341,0.231,0,-9.971,80.958,61,10,1,266000,0.038,0.072,0,2003
0.958,0.293,0.027,0.213,0.394,-29.386,136.027,9,2,1,260800,0.062,0.938,0,2003
0.07,0.677,0.985,0.87,0,-4.678,118.092,57,1,1,220227,0.055,0.351,0,2003
0.028,0.651,0.812,0.495,0,-3.374,89.256,43,9,1,272360,0.237,0.38,1,2003
0.549,0.642,0.483,0.452,0,-10.486,109.995,62,6,1,279627,0.028,0.251,0,2003
0.585,0.825,0.459,0.645,0.079,-7.001,142.928,59,4,1,141933,0.096,0.088,0,2003
0.015,0.653,0.826,0.416,0.001,-2.93,108.52,53,6,0,256227,0.354,0.131,1,2003
0.833,0.57,0.391,0.32,0.964,-17.915,107.966,4,9,1,212360,0.084,0.884,0,2003
0.001,0.56,0.935,0.383,0.001,-3.609,102.946,52,11,0,189960,0.099,0.078,1,2003
0.923,0.213,0.23,0.126,0.856,-13.184,105.386,55,9,0,209692,0.031,0.251,0,2003
0.726,0.7,0.118,0.335,0,-12.687,122.591,52,0,1,256027,0.036,0.109,0,2003
0.091,0.431,0.538,0.47,0.018,-8.147,148.102,54,11,1,442107,0.03,0.082,0,2003
0.126,0.862,0.488,0.57,0,-7.914,92.965,47,2,1,334414,0.275,0.301,0,2003
0,0.349,0.934,0.079,0.623,-5.518,124.055,57,3,0,257813,0.064,0.281,0,2003
0.021,0.388,0.8,0.357,0,-6.33,194.744,54,9,1,216027,0.078,0.212,0,2003
0.105,0.502,0.831,0.451,0,-3.723,199.972,50,2,1,178867,0.295,0.174,0,2003
0.458,0.501,0.474,0.134,0,-6.463,135.081,62,0,1,252240,0.03,0.131,0,2003
0.959,0.301,0.062,0.153,0.866,-23.098,98.698,5,2,1,618907,0.039,0.92,0,2003
0.063,0.74,0.959,0.878,0,-3.692,150.007,51,9,1,164213,0.193,0.044,0,2003
0,0.565,0.839,0.855,0.113,-5.161,134.98,54,4,0,191133,0.033,0.329,0,2003
0.739,0.372,0.078,0.412,0.011,-21.218,112.587,5,7,0,164693,0.042,0.581,0,2003
0.037,0.484,0.847,0.67,0,-5.042,105.048,60,6,1,251373,0.349,0.118,1,2003
0.551,0.565,0.392,0.493,0,-10.083,98.485,53,2,1,180480,0.027,0.247,0,2003
0.341,0.401,0.723,0.66,0.775,-4.651,90.596,56,1,1,187153,0.029,0.054,0,2003
0.936,0.287,0.096,0.276,0.743,-21.617,93.484,5,0,1,540360,0.037,0.669,0,2003
0.017,0.661,0.874,0.682,0,-5.904,127.915,52,5,0,216667,0.046,0.41,0,2003
0.136,0.663,0.805,0.595,0,-4.269,100.52,52,2,1,230413,0.05,0.107,0,2003
0.879,0.36,0.082,0.537,0.005,-21.4,150.965,5,10,1,222107,0.038,0.806,0,2003
0.102,0.747,0.572,0.575,0.267,-9.046,119.706,52,1,1,242000,0.027,0.331,0,2003
0.407,0.61,0.849,0.742,0,-4.382,177.634,69,8,1,292773,0.046,0.28,0,2003
0.006,0.689,0.579,0.671,0.028,-7.294,117.641,49,9,1,280017,0.032,0.089,0,2003
0.001,0.249,0.949,0.498,0.023,-2.642,185.252,52,2,0,441133,0.068,0.095,0,2003
0.091,0.66,0.654,0.886,0,-13.417,133.55,57,9,1,207187,0.027,0.11,0,2003
0.573,0.67,0.616,0.523,0,-6.123,120.129,54,10,1,270880,0.225,0.053,0,2003
0.071,0.833,0.627,0.457,0,-6.768,79.953,1,6,0,221640,0.275,0.109,1,2003
0.39,0.865,0.752,0.791,0,-2.461,95.377,55,0,1,206947,0.272,0.106,0,2003
0.213,0.477,0.553,0.299,0,-6.094,128.416,51,0,1,219160,0.03,0.201,0,2003
0.016,0.663,0.83,0.89,0,-8.198,169.082,0,6,1,257987,0.256,0.289,1,2003
0,0.561,0.774,0.903,0,-3.622,164.008,59,7,0,179227,0.074,0.047,0,2003
0.227,0.739,0.725,0.582,0,-4.301,162.06,52,6,1,282907,0.203,0.099,0,2003
0.925,0.343,0.06,0.116,0.223,-24.382,116.556,5,2,1,584693,0.059,0.693,0,2003
0.486,0.814,0.829,0.769,0,-6.623,159.931,1,0,1,236053,0.289,0.146,1,2003
0.832,0.816,0.338,0.756,0.001,-11.989,97.027,57,11,0,130013,0.047,0.119,0,2003
0.004,0.487,0.807,0.493,0,-4.745,79.524,52,1,0,186867,0.038,0.445,0,2003
0.147,0.805,0.729,0.569,0.042,-7.94,174.189,60,0,1,239280,0.147,0.104,0,2003
0.011,0.842,0.681,0.238,0,-8.149,96.017,61,4,0,232587,0.054,0.113,0,2003
0.937,0.301,0.069,0.264,0.696,-21.568,87.958,6,3,1,569613,0.038,0.7,0,2003
0.784,0.295,0.195,0.213,0.847,-13.589,105.324,55,10,1,297679,0.031,0.149,0,2003
0.012,0.607,0.936,0.517,0.042,-3.071,117.303,55,4,1,265960,0.033,0.309,0,2003
0.114,0.534,0.703,0.317,0.011,-5.406,171.961,51,9,0,307507,0.046,0.092,0,2003
0.071,0.718,0.523,0.421,0,-7.937,139.971,1,1,1,110067,0.104,0.364,1,2003
0.503,0.863,0.536,0.961,0.003,-9.72,126.058,59,0,1,277107,0.054,0.155,0,2003
0.265,0.423,0.675,0.364,0,-7.134,69.27,51,7,1,201333,0.03,0.235,1,2003
0.024,0.474,0.977,0.045,0.604,-8.651,100.557,57,8,0,308827,0.15,0.093,0,2003
0.284,0.61,0.698,0.467,0,-8.616,102.004,57,7,1,220293,0.028,0.34,0,2003
0.097,0.784,0.946,0.457,0,-5.62,147.919,0,6,0,287173,0.342,0.163,1,2003
0.917,0.53,0.393,0.567,0.893,-19.515,82.247,5,2,1,140520,0.182,0.072,0,2003
0.172,0.666,0.713,0.491,0.032,-3.551,94.71,57,2,1,271427,0.038,0.177,0,2003
0.88,0.638,0.084,0.552,0.083,-28.736,81.451,5,10,1,224693,0.202,0.687,0,2003
0.015,0.746,0.852,0.76,0,-9.676,114.165,51,2,1,235320,0.061,0.26,0,2003
0.513,0.737,0.541,0.598,0.021,-8.17,147.025,49,4,1,268200,0.156,0.284,1,2003
0.595,0.503,0.772,0.935,0,-6.205,79.462,57,0,1,165613,0.032,0.199,0,2003
0.202,0.762,0.745,0.804,0,-7.426,143.965,64,5,1,239227,0.044,0.042,0,2003
0.043,0.617,0.817,0.803,0,-7.136,159.907,50,11,1,347827,0.035,0.146,0,2003
0.53,0.858,0.236,0.924,0,-15.577,119.983,54,4,0,33493,0.049,0.101,0,2003
0.001,0.571,0.93,0.526,0,-5.387,113.034,48,10,0,281027,0.048,0.224,0,2003
0.017,0.554,0.49,0.513,0.001,-8.046,84.275,60,4,1,265507,0.046,0.136,0,2003
0.227,0.835,0.678,0.708,0,-6.458,132.868,51,4,1,209490,0.124,0.287,0,2003
0.17,0.696,0.837,0.873,0,-9.426,158.846,2,1,0,275120,0.232,0.062,1,2003
0.26,0.622,0.573,0.617,0,-6.934,127.132,54,1,0,259493,0.055,0.173,0,2003
0.832,0.427,0.393,0.244,0,-9.142,177.429,56,7,1,208027,0.042,0.093,0,2003
0.262,0.784,0.633,0.227,0,-2.388,89.017,44,2,1,243013,0.17,0.074,1,2003
0.002,0.633,0.972,0.416,0,-3.026,109.998,44,1,0,234773,0.062,0.657,1,2003
0.972,0.234,0.165,0.102,0.014,-16.694,205.405,57,7,1,515267,0.041,0.096,0,2003
0.035,0.335,0.716,0.303,0,-7.02,121.761,47,7,1,293987,0.04,0.107,0,2003
0,0.44,0.834,0.356,0,-6.655,112.932,53,10,1,302693,0.041,0.284,0,2003
0,0.355,0.666,0.268,0,-6.263,183.896,48,0,1,216693,0.036,0.116,0,2003
0,0.35,0.974,0.359,0,-3.247,174.025,45,8,1,241107,0.072,0.192,0,2003
0.262,0.68,0.536,0.914,0.002,-8.943,137.502,51,2,0,146147,0.036,0.141,0,2003
0.044,0.7,0.758,0.889,0,-3.012,78.693,44,10,0,249467,0.342,0.04,1,2003
0.092,0.841,0.412,0.661,0,-10.336,93.65,49,7,1,239307,0.044,0.091,0,2003
0.015,0.533,0.982,0.627,0,-1.409,142.276,51,10,0,182667,0.091,0.107,0,2003
0.038,0.709,0.856,0.642,0,-2.913,90.195,56,11,0,202693,0.297,0.115,1,2003
0.446,0.841,0.898,0.862,0,-3.439,96.059,53,1,1,240200,0.236,0.267,1,2003
0.894,0.607,0.188,0.488,0,-15.084,135.898,67,7,1,227613,0.033,0.109,0,2003
0.553,0.681,0.447,0.746,0,-8.83,99.418,45,0,1,265640,0.048,0.122,0,2003
0.085,0.618,0.505,0.559,0,-8.212,75.038,43,8,1,224816,0.055,0.325,0,2003
0.048,0.555,0.926,0.771,0,-3.613,138.017,51,7,1,188387,0.036,0.171,0,2003
0.777,0.713,0.228,0.544,0,-12.85,88.559,51,0,1,224387,0.183,0.122,0,2003
0.828,0.552,0.336,0.553,0,-10.712,105.479,49,7,1,141467,0.031,0.324,0,2003
0.043,0.95,0.404,0.136,0.008,-7.598,100.006,43,2,1,199533,0.08,0.086,1,2003
0.455,0.714,0.522,0.69,0,-9.773,121.312,55,7,1,168000,0.028,0.097,0,2003
0.78,0.48,0.689,0.596,0,-7.921,117.409,57,4,1,187760,0.065,0.149,0,2003
0.79,0.676,0.448,0.867,0,-9.295,136.572,53,5,1,147267,0.051,0.124,0,2003
0,0.357,0.959,0.364,0,-4.081,179.644,57,2,0,202093,0.113,0.083,0,2003
0.506,0.638,0.54,0.352,0,-6.849,143.772,48,0,1,218760,0.047,0.157,0,2003
0.303,0.52,0.712,0.557,0,-7.246,149.486,0,2,1,257773,0.355,0.335,1,2003
0.02,0.806,0.867,0.904,0,-3.538,81.033,44,1,1,219400,0.157,0.131,1,2003
0.876,0.472,0.296,0.22,0.02,-11.299,157.599,48,0,1,158093,0.03,0.13,0,2003
0.093,0.398,0.967,0.516,0.009,-6.271,144.559,0,2,1,93166,0.07,0.242,0,2003
0.982,0.634,0.17,0.22,0.102,-14.064,115.009,53,4,0,87667,0.059,0.111,0,2003
0.688,0.545,0.373,0.226,0,-11.705,134.346,0,0,1,262326,0.026,0.188,0,2003
0.079,0.759,0.646,0.786,0,-8.145,82.95,43,4,0,257987,0.068,0.097,0,2003
0.483,0.341,0.276,0.217,0.175,-10.756,118.086,0,6,0,146243,0.034,0.152,0,2003
0.056,0.806,0.847,0.832,0,-1.788,91.449,45,11,1,255667,0.317,0.062,1,2003
0.674,0.577,0.414,0.213,0,-5.943,86.685,0,9,0,93450,0.039,0.401,0,2003
0.86,0.329,0.142,0.118,0,-13.946,82.105,42,6,1,245293,0.03,0.792,0,2003
0.001,0.278,0.594,0.586,0,-8.198,76.865,0,0,1,256760,0.033,0.078,0,2003
0.016,0.379,0.863,0.647,0,-4.061,135.004,45,0,1,207667,0.057,0.198,0,2003
0.519,0.791,0.478,0.773,0,-8.214,128.063,0,3,1,112600,0.033,0.092,0,2003
0.001,0.328,0.868,0.181,0.001,-4.717,135.582,54,4,1,236333,0.072,0.164,1,2003
0.814,0.243,0.171,0.09,0.005,-17.543,126.599,51,1,1,191200,0.037,0.102,0,2003
0.186,0.494,0.238,0.378,0.096,-10.523,181.773,45,1,1,319000,0.031,0.097,0,2003
0.69,0.452,0.608,0.621,0,-5.344,130.342,0,11,0,83397,0.038,0.149,0,2003
0,0.346,0.96,0.538,0,-3.71,144.833,50,9,1,201493,0.22,0.06,0,2003
0.024,0.76,0.797,0.972,0.275,-7.748,119.949,0,6,0,223682,0.033,0.322,0,2003
0.865,0.6,0.468,0.203,0,-9.126,123.987,59,8,1,205424,0.034,0.104,0,2003
0.497,0.566,0.401,0.878,0.502,-12.344,93.276,0,11,0,172733,0.026,0.124,0,2003
0.976,0.453,0.209,0.196,0.864,-17.932,131.02,51,2,1,268887,0.038,0.082,0,2003
0.116,0.599,0.494,0.773,0.821,-10.262,115.435,0,9,1,193453,0.027,0.104,0,2003
0.546,0.792,0.605,0.899,0,-8.008,128.789,45,7,1,163107,0.046,0.044,0,2003
0,0.245,0.96,0.372,0.003,-4.719,184.042,48,7,1,259133,0.175,0.072,0,2003
0.038,0.735,0.724,0.861,0.001,-9.587,104.953,46,11,0,351813,0.05,0.064,0,2003
0.798,0.509,0.265,0.408,0.865,-14.108,82.592,0,9,1,85760,0.073,0.111,0,2003
0.009,0.613,0.94,0.35,0,-5.566,94.957,54,9,1,151773,0.198,0.83,0,2003
0.474,0.688,0.725,0.671,0.857,-9.161,182.067,57,9,0,169640,0.063,0.291,0,2003
0.651,0.911,0.246,0.841,0,-16.119,119.917,58,2,0,229000,0.088,0.11,0,2003
0.002,0.427,0.843,0.304,0,-4.54,147.387,62,4,1,200480,0.036,0.179,0,2003
0,0.369,0.996,0.209,0.14,-1.531,98.162,57,10,0,231853,0.093,0.249,0,2003
0.842,0.421,0.257,0.56,0,-15.478,89.787,59,9,1,196733,0.089,0.529,0,2003
0.099,0.865,0.627,0.855,0.017,-11.4,90.035,60,9,0,216347,0.099,0.051,0,2003
0.216,0.576,0.814,0.766,0,-5.818,98.024,44,6,1,224787,0.036,0.097,0,2003
0.367,0.751,0.84,0.801,0,-4.855,99.057,56,6,1,213760,0.349,0.092,1,2003
0.392,0.734,0.73,0.802,0,-4.988,87.948,59,1,0,177373,0.088,0.123,0,2003
0.021,0.649,0.753,0.46,0,-4.874,87.989,53,8,1,231853,0.032,0.105,0,2003
0.047,0.592,0.885,0.548,0,-4.201,88.012,53,5,0,300760,0.049,0.348,0,2003
0.004,0.533,0.889,0.579,0.059,-4.566,124.768,52,7,1,237653,0.036,0.338,0,2003
0.878,0.52,0.28,0.168,0.765,-5.955,113.178,0,2,0,233314,0.048,0.301,0,2003
0.729,0.63,0.422,0.516,0,-8.693,152.311,43,0,1,212227,0.095,0.181,0,2003
0.027,0.487,0.759,0.227,0,-4.849,80.958,55,11,1,208360,0.041,0.165,1,2003
0.705,0.37,0.969,0.024,0,-26.821,70.754,3,1,1,65987,0.073,0.858,0,2003
0.031,0.473,0.691,0.421,0.004,-7.984,82.118,56,0,1,312280,0.025,0.147,0,2003
0.001,0.585,0.931,0.814,0,-4.843,160.079,51,0,1,198600,0.085,0.115,0,2003
0.079,0.402,0.5,0.265,0,-8.186,177.854,54,6,1,279200,0.033,0.117,0,2003
0,0.547,0.599,0.587,0.679,-6.057,116.165,57,11,1,169273,0.034,0.229,0,2003
